city_name,store_name,store_address,phone_number,zip_code,latitude,longitude,state
Antioch,646 Rt. 173,"646 Rt. 173, Antioch",847-838-3030,60002,42.471741,-88.084493,Illinois
Arlington Heights,1141 S Arlington Hts Rd #A,"1141 S Arlington Hts Rd #A, Arlington",847-758-1010,60005,42.06449,-87.985462,Illinois
Aurora,950 North Farnsworth,"950 North Farnsworth, Aurora",630-898-5710,60505,41.764527,-88.294658,Illinois
Batavia,135 N Randall Rd,"135 N Randall Rd, Batavia",630-425-2800,60510,41.841141,-88.306602,Illinois
Beach Park,38973 N. Lewis Avenue,"38973 N. Lewis Avenue, Beach",847-249-4050,60099,42.459988,-87.865021,Illinois
Belleville,4000 W Main Street,"4000 W Main Street, Belleville",618-277-0300,62226,38.535162,-89.999556,Illinois
Benton,321 N Main Street,"321 N Main Street, Benton",618-439-9200,62812,37.997347,-88.916946,Illinois
Berwyn,6613 Cermak Rd,"6613 Cermak Rd, Berwyn",708-749-4949,60402,41.835216,-87.791373,Illinois
Bethalto,147 E. Bethalto Dr,"147 E. Bethalto Dr, Bethalto",618-377-3030,62010,38.921117,-90.045305,Illinois
Bloomington,1514 West Market Street,"1514 West Market Street, Bloomington",309-603-2121,61701,40.476769,-88.992994,Illinois
Blue Island,2411 W 119th Street,"2411 W 119th Street, Blue",708-239-0009,60406,41.654945,-87.681952,Illinois
Bolingbrook,158 N. Bolingbrook Dr.,"158 N. Bolingbrook Dr., Bolingbrook",630-759-7421,60440,41.7006,-88.075006,Illinois
Bourbonnais,100 E John Casey Drive,"100 E John Casey Drive, Bourbonnais",815-939-6400,60914,41.187368,-87.861802,Illinois
Bridgeport,3145 South Ashland,"3145 South Ashland, Bridgeport",773-901-4900,60608,41.84688,-87.670664,Illinois
Bridgeview,10260 s Harlem ave,"10260 s Harlem ave, Bridgeview",708-233-0700,60455,41.742093,-87.808649,Illinois
Buffalo Grove,133 N Arlington Heights Road,"133 N Arlington Heights Road, Buffalo",847-459-1803,60089,42.167231,-87.964063,Illinois
Burnham,13850 Brainard Ave,"13850 Brainard Ave, Burnham",872-221-1399,60633,41.663809,-87.56147,Illinois
Cahokia,1302-1 Camp Jackson Rd.,"1302-1 Camp Jackson Rd., Cahokia",618-332-2266,62206,38.572218,-90.166692,Illinois
Calumet City,1088-1086 Sibley Blvd,"1088-1086 Sibley Blvd, Calumet",708-808-2121,60409,41.613641,-87.552122,Illinois
Anderson,1827 E. 18th St.,"1827 E. 18th St., Anderson",765-644-2900,46016,40.097817,-85.681513,Indiana
Angola,1500 N Wayne St,"1500 N Wayne St, Angola",260-665-3880,46703,41.649589,-85.00655,Indiana
Avon,7810 E. U.S. 36 SUITE A AVON,"7810 E. U.S. 36 SUITE A AVON, AVON",317-272-3050,46123,39.764395,-86.403457,Indiana
Batesville,14 Alpine Drive,"14 Alpine Drive, Batesville",812-717-3555,47170,38.685201,-85.844056,Indiana
Bedford,1605 M Street,"1605 M Street, Bedford",812-508-8484,47421,38.863494,-86.45223,Indiana
Bloomington,2504 East 3rd Street,"2504 East 3rd Street, Bloomington",812-650-7033,47401,39.102306,-86.442835,Indiana
Brazil,324 East National Avenue,"324 East National Avenue, Brazil",812-420-5011,47834,39.525549,-87.121971,Indiana
Brownsburg,5801 N. GREEN ST. STE 107,"5801 N. GREEN ST. STE 107, BROWNSBURG",317-852-6222,46112,39.86391,-86.382425,Indiana
Carmel,1441 S. Guilford Rd. Suite 110,"1441 S. Guilford Rd. Suite 110, Carmel",317-846-6100,46032,39.962604,-86.174761,Indiana
Charlestown,1033 Market St,"1033 Market St, Charlestown",812-256-6600,47111,38.466355,-85.632505,Indiana
Chesterton,560 Indian Boundary,"560 Indian Boundary, Chesterton",219-250-3068,46304,41.613633,-87.046206,Indiana
Cicero,130 South Peru Street,"130 South Peru Street, Cicero",317-984-7307,46034,40.127927,-86.046784,Indiana
Clarksville,914 Eastern Blvd suite 500,"914 Eastern Blvd suite 500, Clarksville",812-288-4444,47129,38.313141,-85.768453,Indiana
Columbus,1770 25th Street,"1770 25th Street, Columbus",812-348-6300,47201,39.158873,-85.993199,Indiana
Connersville,2050 N Park Rd,"2050 N Park Rd, Connersville",765-222-3015,47331,39.624084,-85.157338,Indiana
Corydon,1780 OLD HWY 135 NW,"1780 OLD HWY 135 NW, Corydon",812-738-6999,47112,38.195517,-86.162499,Indiana
Crawfordsville,1500 S. Washington Street,"1500 S. Washington Street, Crawfordsville",765-307-4047,47933,40.038913,-86.896849,Indiana
Crown Point,1494 N Main St,"1494 N Main St, Crown",219-662-0313,46307,41.403937,-87.326039,Indiana
Edinburgh,8843 US Hwy 31,"8843 US Hwy 31, Edinburgh",812-526-4000,46124,39.370017,-85.92791,Indiana
Elkhart,30830 Old US 20,"30830 Old US 20, Elkhart",574-621-3330,46514,41.722641,-85.976908,Indiana
Adel,710 Common Pl,"710 Common Pl, Adel",515-581-7020,50003,41.611504,-94.043026,Iowa
Altoona,408 8th St SW,"408 8th St SW, Altoona",515-957-0003,50009,41.644957,-93.45933,Iowa
Ames,122 Hayward Ave,"122 Hayward Ave, Ames",515-292-3030,50014,42.046297,-93.694448,Iowa
Ankeny,1002 SE National Dr,"1002 SE National Dr, Ankeny",515-650-8777,50021,41.724267,-93.56532,Iowa
Bettendorf,2420 18th Street,"2420 18th Street, Bettendorf",563-359-7777,52722,41.5743,-90.471526,Iowa
Boone,528 Story St,"528 Story St, Boone",515-236-5747,50036,42.085554,-93.864204,Iowa
Burlington,3220 E Agency St,"3220 E Agency St, Burlington",319-752-3030,52601,40.85605,-91.129717,Iowa
Cedar Falls,2024 College St.,"2024 College St., Cedar",319-266-3333,50613,42.53138,-92.485808,Iowa
Cedar Rapids,2460 EDGEWOOD RD SW SUIT 300 Cedar Rapids,"2460 EDGEWOOD RD SW SUIT 300 Cedar Rapids, Cedar",319-366-3030,52404,41.923056,-91.698866,Iowa
Clinton,1122 North 2nd Street,"1122 North 2nd Street, Clinton",563-241-7900,52732,41.891044,-90.253005,Iowa
Clive,15920 HICKMAN RD #100,"15920 HICKMAN RD #100, Clive",515-987-0770,50325,41.613243,-93.797871,Iowa
Coralville,2441 James St,"2441 James St, Coralville",319-499-1900,52241,41.699578,-91.595951,Iowa
Council Bluffs,2004 W Broadway,"2004 W Broadway, Council",712-325-8848,51501,41.227277,-95.878439,Iowa
Creston,806 Laurel Street,"806 Laurel Street, Creston",641-362-4777,50801,41.078671,-94.401822,Iowa
Davenport,902 W Kimberly Rd,"902 W Kimberly Rd, Davenport",563-362-2424,52806,41.589689,-90.625902,Iowa
Des Moines,3701 E 14st Suite 110,"3701 E 14st Suite 110, Des",515-505-3230,50313,41.654477,-93.62418,Iowa
Dubuque,2013 Central,"2013 Central, Dubuque",563-556-2300,52001,42.545527,-90.695841,Iowa
Eldridge,619 E Le Claire Rd,"619 E Le Claire Rd, Eldridge",563-279-0007,52748,41.665776,-90.554924,Iowa
Fort Dodge,1430 5th Ave S,"1430 5th Ave S, Fort",515-576-1111,50501,42.492334,-94.192499,Iowa
Indianola,1011 N. Jefferson Way #400,"1011 N. Jefferson Way #400, Indianola",515-552-1030,50125,41.335185,-93.584634,Iowa
Andover,321 S. Andover Rd. #500,"321 S. Andover Rd. #500, Andover",316-351-5882,67002,37.700947,-97.107258,Kansas
Arkansas City,2401 N Summit St,"2401 N Summit St, Arkansas",620-307-5998,67005,37.065173,-96.995733,Kansas
Augusta,2330 Ohio Street #100,"2330 Ohio Street #100, Augusta",316-247-9247,67010,37.663117,-96.96528,Kansas
Basehor,15630 Pinehurst Dr,"15630 Pinehurst Dr, Basehor",913-662-7878,66007,39.156186,-94.941707,Kansas
Chanute,1422 S Santa Fe,"1422 S Santa Fe, Chanute",620-305-4010,66720,37.64833,-95.45719,Kansas
Derby,2100 N. Rock Rd. Suite 600,"2100 N. Rock Rd. Suite 600, Derby",316-295-2829,67037,37.571832,-97.217235,Kansas
Dodge City,2205 Central Avenue,"2205 Central Avenue, Dodge",620-371-5498,67801,37.723603,-100.057186,Kansas
El Dorado,2422 W. Central Ave Suite 100,"2422 W. Central Ave Suite 100, El",316-320-3533,67042,37.857264,-96.780718,Kansas
Emporia,2326 Industrial Rd Suite 100,"2326 Industrial Rd Suite 100, Emporia",620-341-9411,66801,38.414215,-96.218301,Kansas
Fort Riley,6914 Warren Rd,"6914 Warren Rd, Fort",999-999-9999,66442,39.091847,-96.790133,Kansas
Ft. Riley,640 Huebner Rd.,"640 Huebner Rd., Ft.",785-761-2480,66442,39.091847,-96.790133,Kansas
Ft. Scott,2 Jersey St,"2 Jersey St, Ft.",620-768-5533,66701,37.823655,-94.765014,Kansas
Garden City,2312 E Kansas Ave Suite C,"2312 E Kansas Ave Suite C, Garden",620-277-7096,67846,38.034156,-100.768068,Kansas
Gardner,937 Lincoln Lane,"937 Lincoln Lane, Gardner",913-884-7200,66030,38.815137,-94.940266,Kansas
Great Bend,3703 10 St STE 3703,"3703 10 St STE 3703, Great",620-400-5030,67530,38.352059,-98.794484,Kansas
Hays,2505 Vine Street,"2505 Vine Street, Hays",785-625-2311,67601,38.876881,-99.349544,Kansas
Hutchinson,2500 N. Main,"2500 N. Main, Hutchinson",620-259-7585,67502,38.126736,-97.929949,Kansas
Independence,100 N 25th St,"100 N 25th St, Independence",620-577-6060,67301,37.20823,-95.756081,Kansas
Junction City,603 W 6th St.,"603 W 6th St., Junction",785-762-2500,66441,38.97352,-96.803088,Kansas
Kansas City,8055 State Ave,"8055 State Ave, Kansas",913-766-2333,66112,39.11452,-94.773577,Kansas
Alexandria,7647 Alexandria Pike,"7647 Alexandria Pike, Alexandria",859-448-2600,41001,38.917606,-84.40337,Kentucky
Ashland,1243 Carter Ave.,"1243 Carter Ave., Ashland",606-325-7777,41101,38.473824,-82.647933,Kentucky
Bardstown,701 N. Third Street,"701 N. Third Street, Bardstown",502-348-1274,40004,37.803188,-85.465955,Kentucky
Beaver Dam,1351 North Main Street,"1351 North Main Street, Beaver",270-363-2218,42320,37.332728,-86.867017,Kentucky
Benton,31 Carroll Dr Ste B,"31 Carroll Dr Ste B, Benton",270-527-1030,42025,36.856924,-88.334714,Kentucky
Berea,119 Clay Drive,"119 Clay Drive, Berea",859-986-7445,40403,37.570447,-84.271931,Kentucky
Bowling Green,3901 Scottsville Road,"3901 Scottsville Road, Bowling",270-781-1000,42104,36.876864,-86.45119,Kentucky
Brandenburg,757 Bypass Road,"757 Bypass Road, Brandenburg",270-422-4230,40108,37.969937,-86.172853,Kentucky
Burlington,1785 Patrick Drive,"1785 Patrick Drive, Burlington",859-586-0444,41005,39.006759,-84.760116,Kentucky
Campbellsville,716 E Broadway Street,"716 E Broadway Street, Campbellsville",270-789-1115,42718,37.385228,-85.373081,Kentucky
Central City,605 W Everly Brothers Blvd,"605 W Everly Brothers Blvd, Central",270-757-9300,42330,37.321997,-87.115992,Kentucky
Corbin,1504 Cumberland Falls Hwy,"1504 Cumberland Falls Hwy, Corbin",606-528-0414,40701,36.921744,-84.15771,Kentucky
Covington,4331 Winston Avenue,"4331 Winston Avenue, Covington",859-655-9999,41015,38.97971,-84.478596,Kentucky
Crescent Springs,2353 Buttermilk Crossing,"2353 Buttermilk Crossing, Crescent",859-331-4040,41017,39.029195,-84.562134,Kentucky
Crestwood,6332 W Highway 146 Ste #2,"6332 W Highway 146 Ste #2, Crestwood",502-241-0600,40014,38.340259,-85.429678,Kentucky
Danville,135 E Main St.,"135 E Main St., Danville",859-236-2900,40422,37.640997,-84.797275,Kentucky
Dry Ridge,90 S MAIN ST. STE 1A Dry Ridge,"90 S MAIN ST. STE 1A Dry Ridge, Dry",859-823-1234,41035,38.719224,-84.654354,Kentucky
Edgewood,160 Barnwood Drive,"160 Barnwood Drive, Edgewood",859-331-3500,41017,39.029195,-84.562134,Kentucky
Elizabethtown,603 N Miles St,"603 N Miles St, Elizabethtown",270-769-5901,42701,37.703686,-85.837111,Kentucky
Florence,7550 Dixie Highway,"7550 Dixie Highway, Florence",859-371-8500,41042,39.000968,-84.651005,Kentucky
Abbeville,2510 Veterans Memorial Dr,"2510 Veterans Memorial Dr, Abbeville",337-898-0730,70510,29.894612,-92.193173,Louisiana
Albany,19105 Florida Blvd,"19105 Florida Blvd, Albany",225-567-2500,70711,30.524507,-90.592005,Louisiana
Alexandria,534 McArthur Drive,"534 McArthur Drive, Alexandria",318-442-2440,71303,31.281321,-92.547344,Louisiana
Baker,2170 Main St,"2170 Main St, Baker",225-774-2166,70714,30.587189,-91.127633,Louisiana
Baton Rouge,8910 Greenwell Springs Rd,"8910 Greenwell Springs Rd, Baton",225-231-2690,70814,30.485177,-91.067983,Louisiana
Belle Chasse,7580 Highway 23,"7580 Highway 23, Belle",504-392-9500,70037,29.827451,-90.024702,Louisiana
Bogalusa,201 Superior Avenue,"201 Superior Avenue, Bogalusa",985-732-5551,70427,30.744198,-89.912079,Louisiana
Bossier City,1002 A Johnson Street,"1002 A Johnson Street, Bossier",318-747-9303,71112,32.453017,-93.620859,Louisiana
Boutte,13505 Highway 90 Suite B,"13505 Highway 90 Suite B, Boutte",985-785-1200,70039,29.886943,-90.389006,Louisiana
Breaux Bridge,1880 Rees St Ste 206-B,"1880 Rees St Ste 206-B, Breaux",337-332-0323,70517,30.298246,-91.83357,Louisiana
Broussard,6025 U.S. Hwy. 90 East,"6025 U.S. Hwy. 90 East, Broussard",337-839-3660,70518,30.134781,-91.927467,Louisiana
Central,10544 Sullivan Rd,"10544 Sullivan Rd, Central",225-261-9691,70818,30.542532,-91.049894,Louisiana
Chalmette,316 E. Judge Perez Dr,"316 E. Judge Perez Dr, Chalmette",504-279-3010,70043,29.948414,-89.962678,Louisiana
Covington,70380 Hwy 21 Ste 10,"70380 Hwy 21 Ste 10, Covington",985-875-7743,70433,30.458752,-90.156313,Louisiana
Cutoff,16646 W Main St,"16646 W Main St, Cutoff",985-325-3030,70345,29.548416,-90.25902,Louisiana
Denham Springs,33716 LA-16,"33716 LA-16, Denham",225-664-3015,70706,30.607223,-90.907369,Louisiana
Deridder,1132 N Pine Dr,"1132 N Pine Dr, DeRidder",337-462-3030,70634,30.793357,-93.240067,Louisiana
Destrehan,1955 Ormond Blvd. Suite K,"1955 Ormond Blvd. Suite K, Destrehan",985-764-8751,70047,29.968947,-90.367309,Louisiana
Erath,1616 Veterans Memorial Drive Suite 3,"1616 Veterans Memorial Drive Suite 3, Erath",337-685-3030,70533,29.89014,-92.046464,Louisiana
Franklin,212 Sterling Dr,"212 Sterling Dr, Franklin",337-828-5570,70538,29.805551,-91.498353,Louisiana
Auburn,62 School St,"62 School St, Auburn",207-783-2200,04210,44.084537,-70.249649,Maine
Augusta,28 Western Ave,"28 Western Ave, Augusta",207-622-1900,04330,44.351895,-69.747626,Maine
Bangor,6 Clinton St,"6 Clinton St, Bangor",207-947-2100,04401,44.848517,-68.850405,Maine
Bath,4 Oak Grove Ave,"4 Oak Grove Ave, Bath",207-443-4343,04530,43.888228,-69.826699,Maine
Berwick,12 Sullivan Stree,"12 Sullivan Stree, Berwick",207-800-1500,03901,43.299332,-70.842077,Maine
Biddeford,111 Elm St,"111 Elm St, Biddeford",207-282-3388,04005,43.492102,-70.486566,Maine
Brunswick,208 Maine St,"208 Maine St, Brunswick",207-729-5561,04011,43.896405,-69.973436,Maine
Farmington,596 Wilton Road,"596 Wilton Road, Farmington",207-860-4545,04938,44.661856,-70.103104,Maine
Freeport,8 School St,"8 School St, Freeport",207-869-6000,04032,43.844826,-70.089953,Maine
Gardiner,192 Water St,"192 Water St, Gardiner",207-203-2200,04345,44.195074,-69.793912,Maine
Gorham,621 Main St,"621 Main St, Gorham",207-854-2500,04038,43.703617,-70.46378,Maine
Houlton,127 North Street,"127 North Street, Houlton",207-538-3131,04730,46.191023,-67.860968,Maine
Kennebunk,45 Portland Rd,"45 Portland Rd, Kennebunk",207-985-0345,04043,43.392979,-70.577032,Maine
Kittery,450 US Route 1,"450 US Route 1, Kittery",207-439-1300,03904,43.108051,-70.728595,Maine
Lewiston,1104 Lisbon St,"1104 Lisbon St, Lewiston",207-344-3400,04240,44.089594,-70.172185,Maine
Lisbon,586 Lisbon St,"586 Lisbon St, Lisbon",207-407-8900,04252,44.036688,-70.058799,Maine
Norway,66 Main St,"66 Main St, Norway",207-739-7039,04268,44.225867,-70.610021,Maine
Old Orchard Beach,8 Heath St Suite A,"8 Heath St Suite A, Old",207-690-4141,04064,43.525032,-70.388253,Maine
Old Town,496 Stillwater Avenue,"496 Stillwater Avenue, Old",207-817-6090,04468,45.024673,-68.734534,Maine
Portland,788 Forest Avenue,"788 Forest Avenue, Portland",207-774-1489,04103,43.694105,-70.287927,Maine
Aberdeen,306 S Philadelphia Blvd,"306 S Philadelphia Blvd, Aberdeen",410-272-3033,21001,39.503056,-76.202096,Maryland
Annapolis,110 Hillsmere Dr,"110 Hillsmere Dr, Annapolis",410-263-3030,21403,38.942123,-76.489628,Maryland
Arbutus,5400 East Dr.,"5400 East Dr., Arbutus",410-242-3030,21227,39.23997,-76.67945,Maryland
Arnold,963 Ritchie Hwy,"963 Ritchie Hwy, Arnold",410-421-9400,21012,39.046525,-76.495552,Maryland
Baltimore,5815 Johnnycake Rd,"5815 Johnnycake Rd, Baltimore",410-744-0033,21207,39.324167,-76.719484,Maryland
Bel Air,312 N Main St,"312 N Main St, Bel",410-836-0880,21014,39.536084,-76.352184,Maryland
Beltsville,10486 Baltimore Ave,"10486 Baltimore Ave, Beltsville",301-937-7776,20705,39.049423,-76.900362,Maryland
Berlin,11121 Ocean Gateway,"11121 Ocean Gateway, Berlin",410-641-6900,21811,38.318877,-75.216741,Maryland
Berwyn Heights,8904 62nd Avenue Suite B,"8904 62nd Avenue Suite B, Berwyn",301-474-3030,20740,39.002745,-76.931721,Maryland
Bethesda,7309 Macarthur Blvd,"7309 Macarthur Blvd, Bethesda",301-913-9700,20816,38.95695,-77.120006,Maryland
Boonsboro,4 Tiger Way,"4 Tiger Way, Boonsboro",301-349-3300,21713,39.529683,-77.675671,Maryland
Bowie,3544 Robert Crain Hwy,"3544 Robert Crain Hwy, Bowie",301-390-7711,20716,38.926428,-76.715028,Maryland
Brooklyn Park,5507 Ritchie Hwy Ste D,"5507 Ritchie Hwy Ste D, Brooklyn",410-636-3030,21225,39.226117,-76.615735,Maryland
Brunswick,74 Souder Rd Unit 74,"74 Souder Rd Unit 74, Brunswick",301-834-3000,21716,39.314453,-77.620019,Maryland
Bryans Road,7091 Indian Head Hwy,"7091 Indian Head Hwy, BRYANS",301-375-6006,20616,38.661976,-77.098485,Maryland
Burtonsville,15530 Old Columbia Pike,"15530 Old Columbia Pike, Burtonsville",301-421-0112,20866,39.109275,-76.933973,Maryland
California,23415 Three Notch Road,"23415 Three Notch Road, California",301-245-7900,20619,38.292364,-76.527888,Maryland
Cambridge,2753 Dorchester Square Shopping Center,"2753 Dorchester Square Shopping Center, Cambridge",410-228-0100,21613,38.502789,-76.078875,Maryland
Capitol Heights,6254 Central Ave,"6254 Central Ave, Capitol",301-333-5900,20743,38.88423,-76.893317,Maryland
Centreville,2478 Centreville Rd,"2478 Centreville Rd, Centreville",410-758-3773,21617,39.049357,-76.044545,Maryland
Acton,Pope Rd & Great Rd,"Pope Rd & Great Rd, Acton",978-264-4141,01720,42.483953,-71.438495,Massachusetts
Adams,clifford & summer,"clifford & summer, Adams",413-743-7170,01220,42.623799,-73.116736,Massachusetts
Agawam,312 Springfield St,"312 Springfield St, Agawam",413-821-0800,01001,42.062368,-72.625754,Massachusetts
Allston,416 Cambridge St,"416 Cambridge St, Allston",617-254-4800,02134,42.358016,-71.128608,Massachusetts
Amesbury,100 Macy St,"100 Macy St, Amesbury",978-792-7007,01913,42.851293,-70.95581,Massachusetts
Andover,63 Park St,"63 Park St, Andover",978-474-0066,01810,42.648044,-71.161751,Massachusetts
Arlington,671 Massachusetts Avenue,"671 Massachusetts Avenue, Arlington",781-643-2300,02476,42.415637,-71.17567,Massachusetts
Athol,321 Main St,"321 Main St, Athol",978-330-7676,01331,42.562408,-72.19108,Massachusetts
Attleboro,271 County Street,"271 County Street, Attleboro",508-226-6000,02703,41.931653,-71.294503,Massachusetts
Auburn,711 Southbridge St,"711 Southbridge St, Auburn",508-936-3030,01501,42.198708,-71.846006,Massachusetts
Bedford,186 The Great Road STE #4 Bedford,"186 The Great Road STE #4 Bedford, Bedford",781-280-2929,01730,42.499295,-71.281889,Massachusetts
Belchertown,33 Main Street,"33 Main Street, Belchertown",413-461-3222,01007,42.27901,-72.400468,Massachusetts
Belmont,240 Trapelo Road,"240 Trapelo Road, Belmont",617-489-4242,02478,42.395317,-71.180284,Massachusetts
Beverly,398 Cabot St,"398 Cabot St, Beverly",978-927-2999,01915,42.570665,-70.867583,Massachusetts
Billerica,729 Boston Rd,"729 Boston Rd, Billerica",978-663-3000,01821,42.54933,-71.251725,Massachusetts
Boston,508 Park Dr,"508 Park Dr, Boston",617-424-9000,02215,42.347635,-71.103082,Massachusetts
Bourne,2 Bridge Approach Street,"2 Bridge Approach Street, Bourne",774-302-0500,02532,41.751759,-70.597552,Massachusetts
Brighton,464 Washington Street,"464 Washington Street, Brighton",617-782-5655,02135,42.349688,-71.153964,Massachusetts
Brockton,1085 N. Montello St.,"1085 N. Montello St., Brockton",508-587-1299,02301,42.078371,-71.042304,Massachusetts
Burlington,53 Winn St,"53 Winn St, Burlington",781-229-1330,01803,42.503227,-71.201713,Massachusetts
Adrian,1113 West Beecher,"1113 West Beecher, Adrian",517-263-0678,49221,41.902354,-84.064698,Michigan
Allendale,5164 Lake Michigan Dr Suite A,"5164 Lake Michigan Dr Suite A, Allendale",616-986-1500,49401,42.975656,-85.939287,Michigan
Alma,1380 Wright Avenue,"1380 Wright Avenue, Alma",989-533-5030,48801,43.374101,-84.677608,Michigan
Alpena,650 N Ripley Blvd,"650 N Ripley Blvd, Alpena",989-394-6700,49707,45.094306,-83.476214,Michigan
Ann Arbor,25 Jackson Industrial Dr,"25 Jackson Industrial Dr, Ann",734-913-8888,48103,42.26135,-83.846458,Michigan
Auburn Hills,2795 University Drive,"2795 University Drive, Auburn",248-630-9004,48326,42.688246,-83.244075,Michigan
Battle Creek,780 Capital Ave NE,"780 Capital Ave NE, Battle",269-883-8370,49017,42.401366,-85.215928,Michigan
Bay City,4041 N. Euclid Road,"4041 N. Euclid Road, Bay",989-459-1111,48706,43.599622,-83.950504,Michigan
Benton Harbor,1927 Pipestone Rd,"1927 Pipestone Rd, Benton",269-252-4499,49022,42.112127,-86.359048,Michigan
Big Rapids,840 South State Street,"840 South State Street, Big",231-796-5813,49307,43.699062,-85.489194,Michigan
Brighton,222 Grand River Ave,"222 Grand River Ave, Brighton",810-355-4935,48116,42.505744,-83.782892,Michigan
Cadillac,1435 N. Mitchell St,"1435 N. Mitchell St, Cadillac",231-577-9900,49061,41.873542,-85.815243,Michigan
Canton,44350 Cherry Hill Road,"44350 Cherry Hill Road, Canton",734-844-6000,48187,42.325573,-83.483576,Michigan
Charlotte,328 Lansing St,"328 Lansing St, Charlotte",517-652-0424,48813,42.579775,-84.845891,Michigan
Clarkston,7081 Dixie Hwy,"7081 Dixie Hwy, Clarkston",248-707-3111,48346,42.717882,-83.428703,Michigan
Clawson,1226 W 14 Mile Rd,"1226 W 14 Mile Rd, Clawson",248-621-2601,48017,42.53669,-83.150367,Michigan
Clinton Township,39880 Garfield Road,"39880 Garfield Road, Clinton",586-464-2344,48038,42.606146,-82.937475,Michigan
Clio,3520 W Vienna Rd,"3520 W Vienna Rd, Clio",810-368-3030,48420,43.179103,-83.700508,Michigan
Commerce,740 Benstein Rd.,"740 Benstein Rd., Commerce",248-960-0600,48390,42.550711,-83.474218,Michigan
Comstock Park,4038 Alpine Ave NW,"4038 Alpine Ave NW, comstock",616-369-9466,49321,43.073608,-85.681875,Michigan
Albert Lea,910 S Broadway Ave,"910 S Broadway Ave, Albert",507-373-3331,56007,43.660887,-93.324563,Minnesota
Alexandria,505 Broadway St,"505 Broadway St, Alexandria",320-763-5007,56308,45.878391,-95.386055,Minnesota
Andover,2256 Bunker Lake Blvd NW,"2256 Bunker Lake Blvd NW, Andover",763-767-0828,55304,45.247605,-93.275036,Minnesota
Annandale,211 Elm Street West,"211 Elm Street West, Annandale",320-270-6200,55302,45.246529,-94.117135,Minnesota
Anoka,2350 7th Ave,"2350 7th Ave, Anoka",763-427-0120,55303,45.288298,-93.431102,Minnesota
Apple Valley,5480 141st Street West Ste 140,"5480 141st Street West Ste 140, Apple",952-423-2424,55124,44.739462,-93.193842,Minnesota
Arden Hills,3551 Lexington Ave N.,"3551 Lexington Ave N., Arden",651-484-3030,55112,45.081866,-93.190493,Minnesota
Austin,106 S Main Street,"106 S Main Street, Austin",507-437-3030,55912,43.682607,-92.98845,Minnesota
Baxter,7295 Glory Rd,"7295 Glory Rd, Baxter",218-297-3030,56425,46.343935,-94.276015,Minnesota
Becker,13850 1st Street,"13850 1st Street, Becker",763-220-8600,55308,45.441395,-93.832031,Minnesota
Belle Plaine,1058 Enterprise Dr,"1058 Enterprise Dr, Belle",952-873-2020,56011,44.602565,-93.772641,Minnesota
Bemidji,701 Paul Bunyan Drive NW,"701 Paul Bunyan Drive NW, Bemidji",218-759-3030,56601,47.507374,-94.863994,Minnesota
Big Lake,726 Martin Ave,"726 Martin Ave, Big",763-247-8880,55309,45.377728,-93.744336,Minnesota
Blaine,10495 University Ave Ne,"10495 University Ave Ne, Blaine",763-757-3030,55434,45.163686,-93.250434,Minnesota
Bloomington,9723 Lyndale Ave S,"9723 Lyndale Ave S, Bloomington",952-888-4442,55420,44.835969,-93.277176,Minnesota
Brainerd,413 W Washington Street,"413 W Washington Street, Brainerd",218-828-5066,56401,46.322919,-94.12521,Minnesota
Brooklyn Center,1090 Shingle Creek Pkwy,"1090 Shingle Creek Pkwy, Brooklyn",612-521-9494,55430,45.067676,-93.302089,Minnesota
Brooklyn Park,9322 Zane Avenue North,"9322 Zane Avenue North, Brooklyn",763-391-0909,55443,45.117609,-93.338118,Minnesota
Buffalo,96 14th Street Ne,"96 14th Street Ne, Buffalo",763-682-3830,55313,45.174664,-93.851455,Minnesota
Burnsville,13756 Nicollet Avenue,"13756 Nicollet Avenue, Burnsville",952-890-4940,55337,44.778472,-93.272269,Minnesota
Amory,700-A N Main St,"700-A N Main St, Amory",662-256-3663,38821,33.977521,-88.436749,Mississippi
Batesville,460 Highway 6 East,"460 Highway 6 East, Batesville",662-563-5600,38606,34.303262,-89.952316,Mississippi
Bay Saint Louis,501 Highway 90,"501 Highway 90, Bay",228-467-2020,39520,30.271308,-89.481756,Mississippi
Biloxi,1681 Pass Road,"1681 Pass Road, Biloxi",228-374-7234,39531,30.403986,-88.966183,Mississippi
Booneville,201 Wal-mart Circle,"201 Wal-mart Circle, Booneville",662-728-7778,38829,34.650609,-88.527209,Mississippi
Brandon,2145 HWY 18,"2145 HWY 18, Brandon",601-825-5012,39042,32.197548,-89.895006,Mississippi
Brookhaven,975 Brookway Blvd,"975 Brookway Blvd, Brookhaven",601-835-3278,39601,31.56308,-90.471262,Mississippi
Byram,7381 Siwell Road,"7381 Siwell Road, Byram",601-346-9737,39272,32.19061,-90.258327,Mississippi
Canton,1150 E Peace St,"1150 E Peace St, Canton",601-855-2433,39046,32.632163,-89.983933,Mississippi
Carthage,400 MS-16,"400 MS-16, Carthage",601-654-2300,39051,32.778076,-89.490169,Mississippi
Clarksdale,640 Desoto Avenue,"640 Desoto Avenue, Clarksdale",662-627-5030,38614,34.157044,-90.597737,Mississippi
Cleveland,425C North Davis Ave,"425C North Davis Ave, Cleveland",662-843-3663,38732,33.758855,-90.725595,Mississippi
Clinton,909 Old Vicksburg Rd,"909 Old Vicksburg Rd, Clinton",601-924-3030,39056,32.373751,-90.350864,Mississippi
